partition,seed,molecule_id,source_index,source_ba_objective,ba_ba_objective,bac_ba_objective,source_violation_count,ba_violation_count,bac_violation_count,source_penetration_sum,ba_penetration_sum,bac_penetration_sum,source_catastrophic,ba_catastrophic,bac_catastrophic,active_steric_count,fallback,rejected,trust_clipped,backtracking_fraction,rms,atom_max,chirality_preserved,ring_nonregression
dev_a,173,CCN1CCN(c2cc3c(cc2F)c(=O)c(S(=O)(=O)c2ccccc2)cn3C)CC1,0,-2.354809025516372,-2.5470492502088886,-2.5470492502088886,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.003000000000000008,0.007649092632467971,1,1
dev_a,173,CCN1CCN(c2cc3c(cc2F)c(=O)c(S(=O)(=O)c2ccccc2)cn3C)CC1,1,-2.3006179134452482,-2.51797013658327,-2.51797013658327,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.002999999999999993,0.008690756775122477,1,1
dev_a,173,CCN1CCN(c2cc3c(cc2F)c(=O)c(S(=O)(=O)c2ccccc2)cn3C)CC1,2,-2.396209585364974,-2.585796724150279,-2.585796724150279,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0029999999999999836,0.0072842328892414295,1,1
dev_a,173,O=C1CCC(_C=C_c2ccccc2)=NN1Cc1ccc(Cl)c(Cl)c1,0,-2.7439255648885728,-2.8909235669489535,-2.8909235669489535,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0030000000000000113,0.007837673093815131,1,1
dev_a,173,O=C1CCC(_C=C_c2ccccc2)=NN1Cc1ccc(Cl)c(Cl)c1,1,-2.6826186867764363,-2.854025593378756,-2.854025593378756,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0030000000000000417,0.007908726525140287,1,1
dev_a,173,O=C1CCC(_C=C_c2ccccc2)=NN1Cc1ccc(Cl)c(Cl)c1,2,-2.6522033381857293,-2.835814343160904,-2.835814343160904,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.003,0.008022593640698395,1,1
dev_a,173,CCc1nnc(NC(=O)CSc2nnc(Cc3cccn3C)n2CCOC)s1,0,-2.3807853110833825,-2.5295473180245107,-2.5295473180245107,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.00299999999999998,0.00862963716274285,1,1
dev_a,173,CCc1nnc(NC(=O)CSc2nnc(Cc3cccn3C)n2CCOC)s1,1,-2.488082230087468,-2.6100112339450554,-2.6100112339450554,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0030000000000000118,0.0077572402094310865,1,1
dev_a,173,CCc1nnc(NC(=O)CSc2nnc(Cc3cccn3C)n2CCOC)s1,2,-2.3551689603952344,-2.4911690050241244,-2.4911690050241244,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0030000000000000074,0.007097156138231668,1,1
dev_a,173,Fc1ccc(CN2CCCCCCC2)c(F)c1,0,-2.283904502296457,-2.283904502296457,-2.3452741631246568,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.25,0.0007500000000000144,0.0017405245168415403,1,1
dev_a,173,Fc1ccc(CN2CCCCCCC2)c(F)c1,1,-2.39574420250755,-2.5255059067839083,-2.5255059067839083,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.003000000000000016,0.006221167589322211,1,1
dev_a,173,Fc1ccc(CN2CCCCCCC2)c(F)c1,2,-2.4445841804363515,-2.644628703478927,-2.644628703478927,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0029999999999999944,0.006809174903759933,1,1
dev_a,173,O=C(O)CCc1ccc(-c2ccc(Br)cc2)n1NC(=O)c1ccc([N+](=O)[O-])cc1,0,-2.633468632201239,-2.792071732697071,-2.792071732697071,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.002999999999999985,0.005827130158956721,1,1
dev_a,173,O=C(O)CCc1ccc(-c2ccc(Br)cc2)n1NC(=O)c1ccc([N+](=O)[O-])cc1,1,-2.6655587395918383,-2.802756771894591,-2.802756771894591,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.003000000000000019,0.00866104143648017,1,1
dev_a,173,O=C(O)CCc1ccc(-c2ccc(Br)cc2)n1NC(=O)c1ccc([N+](=O)[O-])cc1,2,-2.499356579909392,-2.686357143643077,-2.686357143643077,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.0029999999999999966,0.009402400495393811,1,1
dev_a,173,Cc1ccc2oc(=O)c3cc(C(=O)NCCN4CCc5ccccc5C4)sc3c2c1,0,-2.2352367948027734,-2.4631360504132616,-2.4631360504132616,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0029999999999999693,0.00801087135554195,1,1
dev_a,173,Cc1ccc2oc(=O)c3cc(C(=O)NCCN4CCc5ccccc5C4)sc3c2c1,1,-2.339915857757674,-2.5452760403209256,-2.5452760403209256,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0029999999999999944,0.008395825737636262,1,1
dev_a,173,Cc1ccc2oc(=O)c3cc(C(=O)NCCN4CCc5ccccc5C4)sc3c2c1,2,-2.5300212041008914,-2.7108097483657616,-2.7108097483657616,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.003000000000000024,0.008296840141197442,1,1
dev_a,173,CC(C)(C)NC(=O)C(c1ccccn1)N(C(=O)c1csnn1)C1CCCC1,0,-2.5230619952165565,-2.5230619952165565,-2.6060951750503802,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.5,0.0014999999999999781,0.004282854849797938,1,1
dev_a,173,CC(C)(C)NC(=O)C(c1ccccn1)N(C(=O)c1csnn1)C1CCCC1,1,-2.5228457249663094,-2.6633529671812233,-2.6633529671812233,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0029999999999999966,0.0068331950272221605,1,1
dev_a,173,CC(C)(C)NC(=O)C(c1ccccn1)N(C(=O)c1csnn1)C1CCCC1,2,-2.4139997982391326,-2.584694349440733,-2.584694349440733,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.002999999999999989,0.007038099651016085,1,1
dev_a,173,CCCN(CCC)c1nc(N)nc(-c2cc(Cl)ccc2OC)n1,0,-2.5119897209967528,-2.695126860091526,-2.695126860091526,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.0030000000000000135,0.007637583363614653,1,1
dev_a,173,CCCN(CCC)c1nc(N)nc(-c2cc(Cl)ccc2OC)n1,1,-2.5766530256638474,-2.7405520916893202,-2.7405520916893202,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.0030000000000000014,0.007605253042750052,1,1
dev_a,173,CCCN(CCC)c1nc(N)nc(-c2cc(Cl)ccc2OC)n1,2,-1.9465669493976903,-2.12045332812371,-2.12045332812371,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0030000000000000313,0.009610725845755222,1,1
dev_a,173,CSc1nc2ccc(NC(=O)CSc3nnc(N)s3)cc2s1,0,-2.3508534309865503,-2.5183818780503238,-2.5183818780503238,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.002999999999999985,0.00992262212069858,1,1
dev_a,173,CSc1nc2ccc(NC(=O)CSc3nnc(N)s3)cc2s1,1,-2.480804232537903,-2.5984912847202315,-2.5984912847202315,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.0029999999999999996,0.007279853432116893,1,1
dev_a,173,CSc1nc2ccc(NC(=O)CSc3nnc(N)s3)cc2s1,2,-2.4510624190628367,-2.5921024986126016,-2.5921024986126016,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0029999999999999966,0.009278589750394937,1,1
dev_a,173,COc1cc(_C=C_C(=O)OCC(=O)N2CCCCCC2)ccc1OCC#N,0,-2.2666487313519257,-2.459041272147613,-2.459041272147613,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.003000000000000015,0.007190284599401553,1,1
dev_a,173,COc1cc(_C=C_C(=O)OCC(=O)N2CCCCCC2)ccc1OCC#N,1,-2.2429666122100866,-2.441906584591828,-2.441906584591828,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0030000000000000326,0.007737349109761585,1,1
dev_a,173,COc1cc(_C=C_C(=O)OCC(=O)N2CCCCCC2)ccc1OCC#N,2,-2.2568931459140495,-2.4641200390340603,-2.4641200390340603,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.0030000000000000126,0.007771040521699717,1,1
dev_a,173,Cc1cccc(NC(=S)NC2CC3C=CC2C3)c1,0,-1.277616234480237,-1.4548739696445145,-1.4548739696445145,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0029999999999999975,0.00790357346441017,1,1
dev_a,173,Cc1cccc(NC(=S)NC2CC3C=CC2C3)c1,1,-1.0117353813763934,-1.1774141140191325,-1.1774141140191325,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0029999999999999905,0.006720372107414659,1,1
dev_a,173,Cc1cccc(NC(=S)NC2CC3C=CC2C3)c1,2,-1.2405522893827543,-1.4202272674420784,-1.4202272674420784,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.003000000000000006,0.008211176615388033,1,1
dev_a,173,CC(C)Sc1ccc(C(=O)Nc2ccc(F)cc2F)cn1,0,-2.617095056205926,-2.8215652126664734,-2.8215652126664734,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.0029999999999999988,0.007326062636314781,1,1
dev_a,173,CC(C)Sc1ccc(C(=O)Nc2ccc(F)cc2F)cn1,1,-2.6052444886516977,-2.8242026617211744,-2.8242026617211744,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.0030000000000000343,0.006989029086842347,1,1
dev_a,173,CC(C)Sc1ccc(C(=O)Nc2ccc(F)cc2F)cn1,2,-2.606038134800871,-2.8123617589205603,-2.8123617589205603,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.002999999999999988,0.007135306487674011,1,1
dev_a,173,CN1CCN(C(=O)c2ccccc2NC(=O)CCN2C(=O)c3ccccc3C2=O)CC1,0,-2.43619814935702,-2.612824419563688,-2.612824419563688,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0030000000000000035,0.0071001151723999985,1,1
dev_a,173,CN1CCN(C(=O)c2ccccc2NC(=O)CCN2C(=O)c3ccccc3C2=O)CC1,1,-2.426059507759852,-2.5786649540694566,-2.5786649540694566,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0030000000000000005,0.007152795682847688,1,1
dev_a,173,CN1CCN(C(=O)c2ccccc2NC(=O)CCN2C(=O)c3ccccc3C2=O)CC1,2,-2.3525583453516825,-2.5601418449591367,-2.5601418449591367,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.002999999999999969,0.007738547382591349,1,1
dev_a,173,Cc1ccn2c(NCc3ccccc3)c(-c3cccs3)nc2c1,0,-2.286126967648433,-2.4708373113858606,-2.4708373113858606,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.003000000000000014,0.009727817569305854,1,1
dev_a,173,Cc1ccn2c(NCc3ccccc3)c(-c3cccs3)nc2c1,1,-2.35542786082976,-2.5164701821922413,-2.5164701821922413,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.003000000000000008,0.006097757374310511,1,1
dev_a,173,Cc1ccn2c(NCc3ccccc3)c(-c3cccs3)nc2c1,2,-2.2835175269355372,-2.4698854022560175,-2.4698854022560175,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0029999999999999784,0.006900635015555675,1,1
dev_a,173,C_C(CC(=O)NCc1ccco1)=N\NC(=O)CC#N,0,-2.5996184299893583,-2.6979268494989235,-2.6979268494989235,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.003000000000000016,0.006520700037374041,1,1
dev_a,173,C_C(CC(=O)NCc1ccco1)=N\NC(=O)CC#N,1,-2.539795663242031,-2.6788718748673075,-2.6788718748673075,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.003000000000000012,0.0081504912262572,1,1
dev_a,173,C_C(CC(=O)NCc1ccco1)=N\NC(=O)CC#N,2,-2.595137662854957,-2.738734285991146,-2.738734285991146,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.002999999999999997,0.00732473295314612,1,1
dev_a,173,Cc1ccccc1NC(=O)CN1C(=O)COc2ccc(S(=O)(=O)N3CCCC3)cc21,0,-2.565942271995923,-2.711563073041651,-2.711563073041651,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0030000000000000135,0.006648678281972188,1,1
dev_a,173,Cc1ccccc1NC(=O)CN1C(=O)COc2ccc(S(=O)(=O)N3CCCC3)cc21,1,-2.4431511090759463,-2.6323983473414483,-2.6323983473414483,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.0029999999999999996,0.007691361299978877,1,1
dev_a,173,Cc1ccccc1NC(=O)CN1C(=O)COc2ccc(S(=O)(=O)N3CCCC3)cc21,2,-2.276612353923452,-2.534531392121168,-2.534531392121168,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0030000000000000066,0.008003818387306334,1,1
dev_a,173,CN1C2C=C3C(C#N)=C(N)C(C#N)(C#N)[C@@H](c4ccc(Cl)cc4)[C@@H]3C1CC2,0,-1.9701460240327697,-2.206031877234489,-2.206031877234489,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0030000000000000053,0.008636459119565322,1,1
dev_a,173,CN1C2C=C3C(C#N)=C(N)C(C#N)(C#N)[C@@H](c4ccc(Cl)cc4)[C@@H]3C1CC2,1,-1.7498071795405887,-2.0346978387695334,-2.0346978387695334,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.0030000000000000022,0.007863687368885345,1,1
dev_a,173,CN1C2C=C3C(C#N)=C(N)C(C#N)(C#N)[C@@H](c4ccc(Cl)cc4)[C@@H]3C1CC2,2,-1.8719517734964741,-2.0533287331301437,-2.0533287331301437,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.003000000000000012,0.0074545446802937315,1,1
dev_a,173,CCOc1cc(NC(=S)NCCCN2CCOCC2)c(OCC)cc1NC(=O)C1CCCCC1,0,-2.5367105790747293,-2.7123888908607334,-2.7123888908607334,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.003000000000000021,0.009443754035425137,1,1
dev_a,173,CCOc1cc(NC(=S)NCCCN2CCOCC2)c(OCC)cc1NC(=O)C1CCCCC1,1,-2.5495484325617204,-2.7330370446353234,-2.7330370446353234,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.0030000000000000105,0.010457692336705928,1,1
dev_a,173,CCOc1cc(NC(=S)NCCCN2CCOCC2)c(OCC)cc1NC(=O)C1CCCCC1,2,-2.4322512697949543,-2.6408917002710957,-2.6408917002710957,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.002999999999999998,0.011586915106418632,1,1
dev_a,173,O=C(CN1CCN(C(=O)C2CCCO2)CC1)Nc1ccc(Br)cc1,0,-2.44057630361905,-2.44057630361905,-2.5545697804780745,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.5,0.001500000000000048,0.00380659246939191,1,1
dev_a,173,O=C(CN1CCN(C(=O)C2CCCO2)CC1)Nc1ccc(Br)cc1,1,-2.545435638855227,-2.738256836067042,-2.738256836067042,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0030000000000000348,0.008320950521751325,1,1
dev_a,173,O=C(CN1CCN(C(=O)C2CCCO2)CC1)Nc1ccc(Br)cc1,2,-2.7085163493397286,-2.8348890206842055,-2.8348890206842055,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.003000000000000015,0.006201239608471097,1,1
dev_a,173,COc1ccc(C2[NH2+]C(c3ccc(OC)c(OC)c3OC)C(C)C(=O)C2C)c(OC)c1OC,0,-2.0846951775324056,-2.0846951775324056,-2.159024868838846,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.25,0.0007499999999999843,0.002313298456909838,1,1
dev_a,173,COc1ccc(C2[NH2+]C(c3ccc(OC)c(OC)c3OC)C(C)C(=O)C2C)c(OC)c1OC,1,-2.1901493200852773,-2.4179145123743453,-2.4179145123743453,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.0029999999999999884,0.009253283860499574,1,1
dev_a,173,COc1ccc(C2[NH2+]C(c3ccc(OC)c(OC)c3OC)C(C)C(=O)C2C)c(OC)c1OC,2,-2.208779265501838,-2.208779265501838,-2.2729727064000356,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.25,0.0007499999999999915,0.002240246095925154,1,1
dev_a,173,CCOC(=O)c1cnc2c(CC)cccc2c1NCCN1CCOCC1,0,-2.4984361004545947,-2.720976568357463,-2.720976568357463,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.003000000000000006,0.00763646884950119,1,1
dev_a,173,CCOC(=O)c1cnc2c(CC)cccc2c1NCCN1CCOCC1,1,-2.369740307490674,-2.5952099419601997,-2.5952099419601997,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0029999999999999693,0.006664189447804001,1,1
dev_a,173,CCOC(=O)c1cnc2c(CC)cccc2c1NCCN1CCOCC1,2,-2.4069276225176215,-2.668322948282255,-2.668322948282255,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0029999999999999914,0.008024805365327148,1,1
dev_a,173,COc1ccc(CNC(=O)CN(c2cc(C)cc(C)c2)S(=O)(=O)c2c(C)noc2C)cc1,0,-2.686373375945947,-2.8322343467201776,-2.8322343467201776,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.003000000000000034,0.007260585101409968,1,1
dev_a,173,COc1ccc(CNC(=O)CN(c2cc(C)cc(C)c2)S(=O)(=O)c2c(C)noc2C)cc1,1,-2.5686352970582034,-2.772873674032853,-2.772873674032853,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0029999999999999944,0.008001554539588994,1,1
dev_a,173,COc1ccc(CNC(=O)CN(c2cc(C)cc(C)c2)S(=O)(=O)c2c(C)noc2C)cc1,2,-2.6769521161676186,-2.8414201081119215,-2.8414201081119215,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0029999999999999996,0.0063396577383039235,1,1
dev_a,173,COC(=O)c1cc(OC)c(OC)cc1NC(=O)CSc1ccccc1,0,-2.379180226562311,-2.5510870615244743,-2.5510870615244743,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.003000000000000006,0.0108107022285839,1,1
dev_a,173,COC(=O)c1cc(OC)c(OC)cc1NC(=O)CSc1ccccc1,1,-2.3319123488084577,-2.541436875244359,-2.541436875244359,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.003000000000000004,0.006509719126764089,1,1
dev_a,173,COC(=O)c1cc(OC)c(OC)cc1NC(=O)CSc1ccccc1,2,-2.3139559162657624,-2.541990936547509,-2.541990936547509,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.0030000000000000256,0.00914454006039499,1,1
dev_a,173,CCOC(=O)c1sc(NC(=O)CCC(=O)O)nc1C,0,-2.598421512694923,-2.731531544232519,-2.731531544232519,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.003000000000000009,0.00674179789454261,1,1
